source_id,geo,country,name,url,source_class,primary_language,official,automotive_scope,http_status,final_url,page_title,canonical_url,rss_or_atom,sitemap,robots_status,access_method,poll_interval_minutes,date_detectable,author_detectable,image_rights,legal_notes,reliability_score,automation_eligibility,priority,decision,audit_note,last_checked_utc
EU-02,EU,"European Union (regional institution)","ACEA",https://www.acea.auto/,A,en,YES,statistics;trade,202,https://www.acea.auto/,UNKNOWN,UNKNOWN,NONE,http://www.acea.auto/sitemap_index.xml,200,PENDING,15,PENDING,PENDING,UNKNOWN,"Official European automobile manufacturers' association; presumed standard copyright on statistics; an unusual HTTP 202 response was observed at probe time",84,PENDING,MEDIUM,PENDING,"HTTP 202 (Accepted) is not a typical static-page response; needs a re-probe to confirm normal availability before scheduling, despite a working sitemap listed in robots.txt",2026-08-30T16:32:54+00:00
EU-03,EU,"European Union (regional institution)","Eurostat",https://ec.europa.eu/eurostat/,A,multi,YES,statistics;trade,200,https://ec.europa.eu/eurostat/,"Home - Eurostat",https://ec.europa.eu/eurostat,NONE,UNKNOWN,200,HTML,15,PENDING,PENDING,UNKNOWN,"Official EU statistical office; an EU open-data reuse policy commonly applies to raw statistics but this is not verified per-page here",90,PARTIAL,MEDIUM,APPROVE_LATER,"200 OK; no sitemap found in probe; strong official EU statistics source for a later phase",2026-08-30T16:32:55+00:00
EU-04,EU,"European Union (regional institution)","European Commission Mobility and Transport",https://transport.ec.europa.eu/,A,multi,YES,transport;rules,200,https://transport.ec.europa.eu/select-language?destination=/node/1,"Language selection | Mobility and Transport",https://transport.ec.europa.eu/index_en,NONE,https://transport.ec.europa.eu/sitemap.xml,200,SITEMAP,15,PENDING,PENDING,UNKNOWN,"Official EU institution; document reuse conditions not verified per-document here; transport/rules content is directly relevant to import/registration guidance",90,PARTIAL,MEDIUM,APPROVE_LATER,"200 OK after a language redirect; sitemap present",2026-08-30T16:32:55+00:00
EU-05,EU,"Europe (pan-regional trade publication)","Automotive News Europe",https://europe.autonews.com/,B,en,NO,industry;market,403,https://www.autonews.com/europe/,"Access Denied",UNKNOWN,NONE,UNKNOWN,403,BROWSER_LAST_RESORT,25,PENDING,PENDING,UNKNOWN,"Trade publication, subscription-oriented; presumed standard copyright; blocked at probe time; the listed europe.autonews.com URL redirected to www.autonews.com/europe/",72,NO,MEDIUM,APPROVE_LATER,"403 Access Denied after a redirect at probe time; likely metered/subscription content which must not be bypassed",2026-08-30T16:32:54+00:00
EU-06,EU,"United Kingdom","Autocar",https://www.autocar.co.uk/,C,en,NO,models;industry,200,https://www.autocar.co.uk/,"Autocar | Car News and Car Reviews",https://www.autocar.co.uk/,NONE,https://www.autocar.co.uk/tyres/sitemap.xml;https://www.autocar.co.uk/googlenews.xml;https://www.autocar.co.uk/sitemap.xml,200,SITEMAP,50,YES,PENDING,UNKNOWN,"UK consumer automotive media; presumed standard copyright",68,YES,MEDIUM,APPROVE_LATER,"200 OK with a Google News sitemap and a general sitemap; good automation-readiness for a later phase",2026-08-30T16:32:55+00:00
EU-07,EU,"United Kingdom","Auto Express",https://www.autoexpress.co.uk/,C,en,NO,models;ownership,200,https://www.autoexpress.co.uk/,UNKNOWN,https://www.autoexpress.co.uk/,NONE,https://www.autoexpress.co.uk/sitemap.xml;https://www.autoexpress.co.uk/sitemap_news.xml,200,SITEMAP,50,YES,PENDING,UNKNOWN,"UK consumer automotive media; presumed standard copyright",66,YES,MEDIUM,APPROVE_LATER,"200 OK with a news sitemap; page title was not captured in the probe; good automation-readiness for a later phase",2026-08-30T16:32:54+00:00
EU-08,EU,"Germany","ADAC",https://www.adac.de/,A,de,YES,safety;ownership,200,https://www.adac.de/,"ADAC: Allgemeiner Deutscher Automobil-Club",https://www.adac.de/,NONE,https://www.adac.de/sitemap_index.xml;https://www.adac.de/sitemaps/sitemap-news.xml,200,SITEMAP,15,PENDING,PENDING,UNKNOWN,"Large German motoring association classified as a class-A primary source in the candidate pool; presumed standard copyright; German-only content increases translation/fact-check workload",84,YES,MEDIUM,APPROVE_LATER,"200 OK with a news sitemap; strong safety/ownership authority but German-language-only for a later phase",2026-08-30T16:32:55+00:00
EU-09,EU,"Germany","KBA Germany",https://www.kba.de/,A,de,YES,registrations;recalls,200,https://www.kba.de/DE/Home/home_node.html,"Kraftfahrt-Bundesamt - Startseite",https://www.kba.de/DE/Home/home_node.html,NONE,UNKNOWN,200,HTML,15,PENDING,PENDING,UNKNOWN,"Official federal motor-vehicle authority; presumed typical German-government reuse conditions, not verified; registrations/recalls is a mandatory-manual sensitive category",90,PARTIAL,MEDIUM,MANUAL_ONLY,"200 OK; no sitemap found in probe; recalls/registration statistics is a mandatory-manual sensitive category regardless of automation eligibility",2026-08-30T16:32:56+00:00
EU-10,EU,"European Union (regional institution)","CLEPA",https://www.clepa.eu/,A,en,YES,suppliers;industry,200,https://www.clepa.eu/,"CLEPA | European Association of Automotive Suppliers",https://www.clepa.eu/,https://www.clepa.eu/feed/;https://www.clepa.eu/comments/feed/,https://www.clepa.eu/sitemaps.xml,200,RSS,15,YES,PENDING,UNKNOWN,"Official European automotive suppliers' association; presumed standard copyright",80,YES,MEDIUM,APPROVE_LATER,"200 OK with a working RSS feed and sitemap; good automation-readiness for a later phase",2026-08-30T16:32:54+00:00
CN-01,CN,China,"CAAM",https://www.caam.org.cn/,A,zh;en,YES,statistics;export,ERROR,UNKNOWN,UNKNOWN,UNKNOWN,NONE,UNKNOWN,ERROR,PENDING,15,PENDING,PENDING,UNKNOWN,"Official industry association; presumed standard copyright, not verified; the connection timed out at probe time",82,PENDING,MEDIUM,PENDING,"urlopen timed out on both the page and robots.txt at probe time; needs a re-probe, possibly from a different network path, before any decision",2026-08-30T16:33:14+00:00
CN-02,CN,China,"CPCA",https://www.cpcaauto.com/,A,zh;en,YES,statistics;market,403,https://www.cpcaauto.com/,UNKNOWN,UNKNOWN,NONE,UNKNOWN,404,BROWSER_LAST_RESORT,15,PENDING,PENDING,UNKNOWN,"Official industry association; presumed standard copyright, not verified; 403 on the page GET and 404 on robots.txt",78,NO,MEDIUM,APPROVE_LATER,"403 on the page GET at probe time; needs an alternate access method or allowlisted route before scheduling",2026-08-30T16:32:57+00:00
CN-03,CN,China,"Ministry of Commerce China",https://english.mofcom.gov.cn/,A,en,YES,trade;export,ERROR,UNKNOWN,UNKNOWN,UNKNOWN,NONE,UNKNOWN,404,PENDING,15,PENDING,PENDING,UNKNOWN,"Official ministry; presumed standard copyright, not verified; the connection was reset by the peer at probe time and robots.txt returned 404",84,PENDING,MEDIUM,PENDING,"Connection reset by peer on the page GET at probe time; could reflect network-path filtering rather than a genuinely unreachable site; needs a re-probe before a decision",2026-08-30T16:32:56+00:00
CN-04,CN,China,"General Administration of Customs China",https://english.customs.gov.cn/,A,en,YES,customs;export,ERROR,UNKNOWN,UNKNOWN,UNKNOWN,NONE,UNKNOWN,ERROR,PENDING,15,PENDING,PENDING,UNKNOWN,"Official customs authority; presumed standard copyright, not verified; a TLS handshake failure was reported at probe time (self-signed certificate in chain)",84,PENDING,MEDIUM,PENDING,"SSL certificate verification failure at probe time on both the page and robots.txt; must be independently investigated before any connection is trusted; customs is also a mandatory-manual sensitive category in any case",2026-08-30T16:32:56+00:00
CN-05,CN,China,"China Daily",https://www.chinadaily.com.cn/,B,en,NO,national;auto,200,https://www.chinadaily.com.cn/,"China Daily Website - Connecting China Connecting the World",UNKNOWN,NONE,UNKNOWN,404,HTML,25,YES,PENDING,UNKNOWN,"State-affiliated national English-language daily; presumed standard copyright with attribution required",74,PARTIAL,MEDIUM,APPROVE_LATER,"200 OK; robots.txt 404, no sitemap found; state-affiliated outlet requires careful attribution and fact-check discipline",2026-08-30T16:32:55+00:00
CN-06,CN,China,"Xinhua English",https://english.news.cn/,B,en,NO,national;industry,200,https://english.news.cn/,"Xinhua – China, World, Business, Sports, Photos and Video | English.news.cn",UNKNOWN,NONE,UNKNOWN,404,HTML,25,YES,PENDING,UNKNOWN,"State news agency (English edition); presumed standard wire-copyright with attribution required",76,PARTIAL,MEDIUM,APPROVE_LATER,"200 OK; robots.txt 404, no sitemap found; a state agency requires careful attribution and independent verification",2026-08-30T16:33:01+00:00
CN-07,CN,China,"Reuters China",https://www.reuters.com/world/china/,B,en,NO,business;auto,401,https://www.reuters.com/world/china/,"reuters.com",UNKNOWN,NONE,https://www.reuters.com/arc/outboundfeeds/sitemap-index/?outputType=xml,200,REJECTED_PAYWALL,25,PENDING,PENDING,UNKNOWN,"Major global wire service; presumed standard copyright with strict licensing; HTTP 401 returned on the read-only GET, consistent with an access/login wall",78,NO,MEDIUM,REJECT,"Same 401 login/paywall signal as US-06 on a different Reuters section; rejected on this exact endpoint rather than scheduled",2026-08-30T16:32:55+00:00
CN-08,CN,China,"Gasgoo",https://autonews.gasgoo.com/,C,en,NO,industry;export,200,https://autonews.gasgoo.com/,"Automotive News_Gasgoo covers news of China auto industry and bridges China auto market with the global one - Gasgoo | Gasgoo",UNKNOWN,NONE,https://autonews.gasgoo.com/sitemap.xml,200,SITEMAP,50,YES,PENDING,UNKNOWN,"Specialized China-auto-industry trade portal; presumed standard copyright",68,YES,MEDIUM,APPROVE_LATER,"200 OK with a sitemap; specialized industry/export relevance for a later China phase",2026-08-30T16:33:00+00:00
CN-09,CN,China,"CarNewsChina",https://carnewschina.com/,C,en,NO,models;export,200,https://carnewschina.com/,"CarNewsChina.com - China Auto News",https://carnewschina.com/,https://carnewschina.com/homepage/feed/,https://carnewschina.com/sitemap_index.xml,200,RSS,50,YES,PENDING,UNKNOWN,"Specialized China-auto-market English-language outlet; presumed standard copyright",70,YES,MEDIUM,APPROVE_LATER,"200 OK with an RSS feed and a sitemap index; good automation-readiness for a later China phase",2026-08-30T16:32:55+00:00
CN-10,CN,China,"CNEVPost",https://cnevpost.com/,C,en,NO,EV;industry,200,https://cnevpost.com/,"CnEVPost - China EV news, data, insights and more",https://cnevpost.com/,https://cnevpost.com/feed/;https://cnevpost.com/comments/feed/,https://cnevpost.com/sitemap_index.xml,200,RSS,50,YES,PENDING,UNKNOWN,"Specialized China EV-industry outlet; presumed standard copyright",70,YES,MEDIUM,APPROVE_LATER,"200 OK with an RSS feed and sitemap index; strong EV-topic source for the China phase, aligned with the EV/PHEV business priority",2026-08-30T16:32:55+00:00
